City/Town,Ward,Pct,"Elizabeth Ann Warren","John Deaton","All Others",Blanks,"Total Votes Cast"
Lynn,1,2A,203,140,3,9,355
Lynn,1,3,"1,018",671,1,40,"1,730"
Lynn,1,4,873,470,8,31,"1,382"
Lynn,2,1,"1,041",747,4,61,"1,853"
Lynn,2,2,731,329,3,41,"1,104"
Lynn,2,3,551,194,5,31,781
Lynn,2,4,505,200,3,26,734
Lynn,3,1,777,472,3,42,"1,294"
Lynn,3,2,600,257,4,27,888
Lynn,3,3,834,380,5,33,"1,252"
Lynn,3,4,892,317,2,46,"1,257"
Lynn,4,1,392,165,0,27,584
Lynn,4,2,476,119,0,29,624
Lynn,4,3,561,224,3,51,839
Lynn,4,3A,128,46,0,7,181
Lynn,4,4,721,337,6,39,"1,103"
Lynn,5,1,782,468,4,32,"1,286"
Lynn,5,2,447,189,2,31,669
Lynn,5,3,408,157,2,28,595
Lynn,5,4,850,301,4,72,"1,227"
Lynn,6,1,557,245,3,27,832
Lynn,6,2,411,208,4,42,665
Lynn,6,3,498,180,1,37,716
Lynn,6,4,685,350,2,43,"1,080"
Lynn,7,1,953,542,8,52,"1,555"
Lynn,7,2,941,511,10,68,"1,530"
Lynn,7,3,604,330,2,25,961
Lynn,7,4,693,375,5,43,"1,116"
Lynnfield,-,1,868,"1,066",0,57,"1,991"
Lynnfield,-,2,916,"1,085",0,60,"2,061"
Lynnfield,-,3,833,"1,112",0,66,"2,011"
Lynnfield,-,4,773,"1,263",0,68,"2,104"
Malden,1,1,586,151,1,34,772
Malden,1,2,617,234,5,35,891
Malden,1,3,643,241,7,38,929
Malden,2,1,510,195,5,37,747
Malden,2,2,530,288,4,42,864
Malden,2,3,652,318,5,43,"1,018"
Malden,3,1,407,146,2,34,589
Malden,3,1A,470,221,3,22,716
Malden,3,2,717,215,6,39,977
Malden,3,3,831,262,3,43,"1,139"
Malden,4,1,647,207,3,37,894
Malden,4,2,462,119,2,21,604
Malden,4,3,658,152,4,36,850
Malden,5,1,640,274,4,37,955
Malden,5,2,936,376,2,38,"1,352"
Malden,5,3,357,121,0,19,497
Malden,5,3A,394,134,2,21,551
Malden,6,1,866,354,4,59,"1,283"
Malden,6,2,648,250,6,39,943
Malden,6,3,646,330,2,34,"1,012"
Malden,7,1,580,159,3,37,779
Malden,7,2,574,227,3,48,852
Malden,7,3,315,152,3,28,498
Malden,7,3A,254,84,0,24,362
Malden,8,1,683,354,4,58,"1,099"
Malden,8,2,634,284,5,37,960
Malden,8,3,509,198,2,33,742
Manchester-by-the-Sea,-,1,"2,272","1,294",1,115,"3,682"
Mansfield,-,1,"1,016","1,076",1,72,"2,165"
Mansfield,-,2,799,690,1,48,"1,538"
Mansfield,-,2A,319,268,0,17,604
Mansfield,-,3,"1,169","1,092",5,71,"2,337"
Mansfield,-,4,"1,049",951,4,60,"2,064"
Mansfield,-,5,962,739,4,44,"1,749"
Mansfield,-,6,892,609,3,49,"1,553"
Mansfield,-,6A,115,109,3,8,235
Mansfield,-,7,"1,019",789,1,47,"1,856"
Marblehead,-,1,"1,494",804,0,64,"2,362"
Marblehead,-,2,"1,483",778,3,74,"2,338"
Marblehead,-,3,"1,327",784,1,50,"2,162"
Marblehead,-,4,"1,298",967,3,63,"2,331"
Marblehead,-,5,"1,260",905,4,54,"2,223"
Marblehead,-,6,"1,380",902,2,60,"2,344"
Marion,-,1,"2,046","1,558",3,73,"3,680"
Marlborough,1,1,652,400,1,24,"1,077"
Marlborough,1,1A,23,7,0,0,30
Marlborough,1,2,"1,063",716,3,34,"1,816"
Marlborough,2,1,814,631,1,28,"1,474"
Marlborough,2,2,720,413,2,23,"1,158"
Marlborough,2,2A,3,9,0,1,13
Marlborough,3,1,542,379,3,36,960
Marlborough,3,2,"1,071",653,0,43,"1,767"
Marlborough,4,1,439,323,0,29,791
Marlborough,4,2,968,731,1,36,"1,736"
Marlborough,5,1,535,338,2,25,900
Marlborough,5,2,857,547,5,29,"1,438"
Marlborough,6,1,562,367,2,28,959
Marlborough,6,2,931,753,1,42,"1,727"
Marlborough,7,1,645,472,0,26,"1,143"
Marlborough,7,2,700,519,3,32,"1,254"
Marlborough,7,2A,28,17,0,0,45
Marshfield,-,1,"1,073","1,410",0,63,"2,546"
Marshfield,-,2,984,"1,171",0,49,"2,204"
Marshfield,-,2A,164,119,0,6,289
Marshfield,-,3,"1,186","1,369",0,50,"2,605"
Marshfield,-,4,"1,037","1,139",0,46,"2,222"
Marshfield,-,5,"1,055","1,216",0,52,"2,323"
Marshfield,-,6,"1,216","1,528",0,60,"2,804"
Marshfield,-,7,"1,187","1,345",0,47,"2,579"
Mashpee,-,1,"1,180",849,2,27,"2,058"
Mashpee,-,2,903,919,2,43,"1,867"
Mashpee,-,3,880,968,2,44,"1,894"
Mashpee,-,4,"1,060",830,3,29,"1,922"
Mashpee,-,5,"1,346","1,353",2,56,"2,757"
Mattapoisett,-,1,"1,212","1,206",1,48,"2,467"
Mattapoisett,-,2,"1,285","1,167",3,39,"2,494"
Maynard,-,1,"1,154",539,3,28,"1,724"
Maynard,-,2,"1,017",447,2,28,"1,494"
Maynard,-,3,"1,412",615,1,35,"2,063"
Maynard,-,4,"1,008",437,2,34,"1,481"
Medfield,-,1,"1,245",860,4,58,"2,167"
Medfield,-,2,"1,141",797,8,39,"1,985"
Medfield,-,3,"1,073",900,4,40,"2,017"
Medfield,-,4,"1,084",836,4,40,"1,964"
Medford,1,1,"1,274",626,6,63,"1,969"
Medford,1,2,"1,318",628,5,59,"2,010"
Medford,2,1,"1,160",611,9,51,"1,831"
Medford,2,2,"1,493",870,8,96,"2,467"
Medford,3,1,"1,432",757,12,67,"2,268"
Medford,3,2,"1,553",794,7,71,"2,425"
Medford,4,1,741,171,2,14,928
Medford,4,2,"1,434",484,8,62,"1,988"
Medford,5,1,"1,333",391,6,47,"1,777"
Medford,5,2,"1,442",353,10,44,"1,849"
Medford,6,1,"1,747",373,6,55,"2,181"
Medford,6,2,"1,411",523,5,51,"1,990"
Medford,6,2A,93,57,0,3,153
Medford,7,1,851,300,2,37,"1,190"
Medford,7,2,"1,004",374,3,42,"1,423"
Medford,7,2A,43,7,0,0,50
Medford,8,1,"1,356",531,9,60,"1,956"
Medford,8,2,"1,215",478,5,54,"1,752"
Medway,-,1,"1,020",906,4,46,"1,976"
Medway,-,2,"1,184",998,7,49,"2,238"
Medway,-,3,"1,153",995,3,40,"2,191"
Medway,-,4,"1,111",974,1,44,"2,130"
Melrose,1,1,962,352,2,33,"1,349"
Melrose,1,2,803,331,1,31,"1,166"
Melrose,2,1,826,475,4,37,"1,342"
Melrose,2,2,818,383,1,40,"1,242"
Melrose,3,1,805,343,4,21,"1,173"
Melrose,3,2,858,362,3,30,"1,253"
Melrose,4,1,800,350,3,34,"1,187"
Melrose,4,2,778,598,3,45,"1,424"
Melrose,5,1,689,235,2,33,959
Melrose,5,2,682,205,1,29,917
Melrose,6,1,809,327,2,37,"1,175"
Melrose,6,2,846,516,5,60,"1,427"
Melrose,7,1,841,402,4,38,"1,285"
Melrose,7,2,851,494,3,54,"1,402"
Mendon,-,1,851,"1,012",3,50,"1,916"
Mendon,-,2,924,"1,101",4,63,"2,092"
Merrimac,-,1,"1,073",946,3,55,"2,077"
Merrimac,-,2,"1,168","1,063",3,39,"2,273"
Methuen,-,1,653,368,3,37,"1,061"
Methuen,-,2,651,392,3,30,"1,076"
Methuen,-,3,887,721,3,44,"1,655"
Methuen,-,4,838,538,4,55,"1,435"
Methuen,-,5,822,792,11,53,"1,678"
Methuen,-,6,675,710,2,36,"1,423"
Methuen,-,6A,91,77,1,0,169
Methuen,-,7,948,923,1,61,"1,933"
Methuen,-,8,865,978,1,31,"1,875"
Methuen,-,9,767,"1,097",4,61,"1,929"
Methuen,-,10,918,844,1,46,"1,809"
Methuen,-,11,881,"1,231",2,68,"2,182"
Methuen,-,12,860,941,3,39,"1,843"
Methuen,-,13,508,545,1,29,"1,083"
Methuen,-,13A,331,267,2,24,624
Methuen,-,14,956,676,3,40,"1,675"
Methuen,-,15,737,479,5,32,"1,253"
Middleborough,-,1,"1,067","1,540",1,50,"2,658"
Middleborough,-,2,777,950,1,47,"1,775"
Middleborough,-,3,761,"1,308",2,46,"2,117"
Middleborough,-,4,664,865,3,55,"1,587"
Middleborough,-,5,633,"1,196",1,41,"1,871"
Middleborough,-,5A,132,266,0,16,414
Middleborough,-,6,785,"1,240",1,65,"2,091"
Middleborough,-,7,576,857,0,47,"1,480"
Middleborough,-,7A,167,367,0,10,544
Middlefield,-,1,177,137,0,3,317
Middleton,-,1,965,"1,276",5,77,"2,323"
Middleton,-,2,575,848,4,39,"1,466"
Middleton,-,3,781,"1,227",5,44,"2,057"
Milford,-,1,565,461,2,34,"1,062"
Milford,-,2,896,834,4,57,"1,791"
Milford,-,3,782,784,5,53,"1,624"
Milford,-,4,581,516,4,38,"1,139"
Milford,-,5,"1,105","1,073",3,60,"2,241"
Milford,-,6,970,810,2,41,"1,823"
Milford,-,7,"1,202","1,088",5,46,"2,341"
Milford,-,8,"1,082",865,5,60,"2,012"
Millbury,-,1,841,"1,061",1,45,"1,948"
Millbury,-,2,938,"1,224",1,46,"2,209"
Millbury,-,3,972,"1,070",1,40,"2,083"
Millbury,-,4,893,987,1,37,"1,918"
Millis,-,1,984,774,1,35,"1,794"
Millis,-,2,931,878,2,48,"1,859"
Millis,-,3,"1,334","1,016",2,60,"2,412"
Millville,-,1,674,"1,099",1,34,"1,808"
Milton,-,1,"1,310",291,2,45,"1,648"
Milton,-,2,"1,370",391,5,48,"1,814"
Milton,-,3,"1,163",597,6,47,"1,813"
Milton,-,4,685,340,2,25,"1,052"
Milton,-,4A,503,135,1,21,660
Milton,-,5,915,460,3,41,"1,419"
Milton,-,6,938,822,2,51,"1,813"
Milton,-,7,891,719,4,63,"1,677"
Milton,-,8,"1,008",807,4,78,"1,897"
Milton,-,9,963,867,3,75,"1,908"
Milton,-,10,955,268,2,26,"1,251"
Monroe,-,1,22,42,0,2,66
Monson,-,A,717,963,0,39,"1,719"
Monson,-,B,666,934,1,50,"1,651"
Monson,-,C,756,941,2,34,"1,733"
Montague,-,1,804,219,0,12,"1,035"
Montague,-,2,487,330,6,16,839
Montague,-,3,508,322,1,23,854
Montague,-,4,545,234,2,15,796
Montague,-,5,454,140,1,16,611
Montague,-,6,462,228,2,15,707
Monterey,-,1,482,110,1,11,604
Montgomery,-,1,214,333,0,9,556
"Mount Washington",-,1,93,27,0,5,125
Nahant,-,1,"1,339",966,1,46,"2,352"
Nantucket,-,1,"4,513","2,479",8,174,"7,174"
Natick,-,1,914,401,1,34,"1,350"
Natick,-,2,"1,336",654,6,65,"2,061"
Natick,-,3,"1,331",713,1,59,"2,104"
Natick,-,4,"1,374",565,1,45,"1,985"
Natick,-,5,"1,337",732,0,50,"2,119"
Natick,-,6,"1,317",650,3,39,"2,009"
Natick,-,7,"1,722",636,11,54,"2,423"
Natick,-,8,"1,491",695,1,66,"2,253"
Natick,-,9,"1,565",641,9,49,"2,264"
Natick,-,10,"1,740",782,2,56,"2,580"
Needham,-,A,"1,104",564,4,58,"1,730"
Needham,-,B,"1,313",627,10,47,"1,997"
Needham,-,C,"1,207",609,5,54,"1,875"
Needham,-,D,"1,255",559,5,57,"1,876"
Needham,-,E,"1,326",635,6,49,"2,016"
Needham,-,F,"1,286",582,5,61,"1,934"
Needham,-,G,"1,318",644,4,56,"2,022"
Needham,-,H,"1,378",681,7,65,"2,131"
Needham,-,I,"1,467",609,5,64,"2,145"
Needham,-,J,"1,339",571,8,62,"1,980"
"New Ashford",-,1,93,68,0,3,164
"New Bedford",1,A,560,588,1,34,"1,183"
"New Bedford",1,A1,67,49,0,7,123
"New Bedford",1,B,651,702,0,39,"1,392"
"New Bedford",1,B1,60,41,1,2,104
"New Bedford",1,C,450,469,2,29,950
"New Bedford",1,C1,97,83,2,8,190
"New Bedford",1,D,670,870,3,50,"1,593"
"New Bedford",1,E,697,644,0,42,"1,383"
"New Bedford",1,F,681,696,1,49,"1,427"
"New Bedford",2,A,185,110,1,19,315
"New Bedford",2,B,256,225,2,19,502
"New Bedford",2,C,297,267,1,28,593
"New Bedford",2,D,573,402,3,34,"1,012"
"New Bedford",2,E,566,626,6,36,"1,234"
"New Bedford",2,F,467,416,0,25,908
"New Bedford",3,A,362,200,1,21,584
"New Bedford",3,B,364,208,2,42,616
"New Bedford",3,C,263,222,2,14,501
"New Bedford",3,D,416,312,2,45,775
"New Bedford",3,E,593,464,5,40,"1,102"
"New Bedford",3,F,518,366,0,52,936
"New Bedford",3,F1,245,184,2,15,446
"New Bedford",4,A,209,92,0,11,312
"New Bedford",4,A1,236,94,0,9,339
"New Bedford",4,B,599,314,2,42,957
"New Bedford",4,C,687,240,6,43,976
"New Bedford",4,D,520,312,1,41,874
"New Bedford",4,E,503,327,2,29,861
"New Bedford",4,F,637,335,3,40,"1,015"
"New Bedford",5,A,715,365,5,40,"1,125"
"New Bedford",5,B,638,364,0,44,"1,046"
"New Bedford",5,C,573,422,3,36,"1,034"
"New Bedford",5,D,752,401,3,34,"1,190"
"New Bedford",5,E,819,530,2,45,"1,396"
"New Bedford",5,F,786,553,5,52,"1,396"
"New Bedford",6,A,624,549,1,39,"1,213"
"New Bedford",6,B,529,396,2,32,959
"New Bedford",6,C,299,235,1,38,573
"New Bedford",6,D,250,168,2,18,438
"New Bedford",6,E,298,217,1,39,555
"New Bedford",6,F,441,324,2,41,808
"New Braintree",-,1,283,379,13,0,675
"New Marlborough",-,1,393,119,1,489,"1,002"
"New Salem",-,1,421,283,0,10,714
Newbury,-,1,"1,375","1,015",3,62,"2,455"
Newbury,-,2,"1,286","1,134",1,25,"2,446"
Newburyport,1,1,"1,152",444,2,32,"1,630"
Newburyport,2,1,"1,428",597,3,43,"2,071"
Newburyport,3,1,"1,528",665,3,56,"2,252"
Newburyport,4,1,"1,453",685,5,46,"2,189"
Newburyport,5,1,"1,086",758,2,45,"1,891"
Newburyport,6,1,"1,216",798,3,49,"2,066"
Newburyport,1,P,251,222,0,7,480
Newton,1,1,903,461,10,53,"1,427"
Newton,1,2,"1,114",279,8,47,"1,448"
Newton,1,2A,54,19,0,2,75
Newton,1,3,"1,178",267,2,31,"1,478"
Newton,1,4,949,476,4,57,"1,486"
Newton,2,1,"1,106",323,1,43,"1,473"
Newton,2,2,827,245,5,44,"1,121"
Newton,2,3,"1,296",334,9,53,"1,692"
Newton,2,4,"1,287",466,11,63,"1,827"
Newton,3,1,"1,173",351,6,63,"1,593"
Newton,3,1A,0,0,0,0,0
Newton,3,2,"1,146",399,8,45,"1,598"
Newton,3,3,"1,138",454,2,51,"1,645"
Newton,3,4,"1,065",455,6,39,"1,565"
Newton,4,1,"1,085",381,5,43,"1,514"
Newton,4,2,"1,105",234,3,43,"1,385"
Newton,4,3,827,233,5,47,"1,112"
Newton,4,4,"1,030",382,7,52,"1,471"
Newton,5,1,"1,030",368,5,58,"1,461"
Newton,5,2,"1,201",284,7,50,"1,542"
Newton,5,3,"1,294",409,9,47,"1,759"
Newton,5,4,"1,281",380,10,63,"1,734"
Newton,6,1,"1,054",412,2,54,"1,522"
Newton,6,2,"1,152",298,2,44,"1,496"
Newton,6,3,"1,354",274,4,63,"1,695"
Newton,6,4,"1,360",358,7,64,"1,789"
Newton,7,1,878,408,5,45,"1,336"
Newton,7,2,"1,198",451,6,73,"1,728"
Newton,7,3,367,113,1,11,492
Newton,7,4,522,256,3,45,826
Newton,8,1,897,529,7,55,"1,488"
Newton,8,2,905,546,7,53,"1,511"
Newton,8,3,"1,057",481,4,52,"1,594"
Newton,8,4,883,527,1,49,"1,460"
Norfolk,-,1,586,562,0,29,"1,177"
Norfolk,-,2,"1,008","1,027",1,37,"2,073"
Norfolk,-,3,827,898,0,33,"1,758"
Norfolk,-,4,962,882,1,38,"1,883"
"N. Adams",1,1,843,397,2,47,"1,289"
"N. Adams",2,2,797,329,0,24,"1,150"
"N. Adams",3,3,574,220,0,25,819
"N. Adams",4,4,878,398,0,34,"1,310"
"N. Adams",5,5,785,324,1,49,"1,159"
"N. Andover",-,1,"1,170",842,2,62,"2,076"
"N. Andover",-,2,"1,189",922,5,46,"2,162"
"N. Andover",-,3,"1,095",842,0,73,"2,010"
"N. Andover",-,4,"1,443","1,051",3,87,"2,584"
"N. Andover",-,5,642,506,2,24,"1,174"
"N. Andover",-,6,"1,209","1,183",2,62,"2,456"
"N. Andover",-,7,"1,301",960,4,51,"2,316"
"N. Andover",-,8,"1,165","1,149",2,47,"2,363"
"N. Attleborough",-,1,834,619,1,43,"1,497"
"N. Attleborough",-,2,988,915,2,44,"1,949"
"N. Attleborough",-,3,862,"1,121",2,59,"2,044"
"N. Attleborough",-,4,921,735,4,41,"1,701"
"N. Attleborough",-,5,864,878,2,50,"1,794"
"N. Attleborough",-,6,"1,011",970,2,46,"2,029"
"N. Attleborough",-,7,"1,026","1,161",3,47,"2,237"
"N. Attleborough",-,8,931,977,2,51,"1,961"
"N. Attleborough",-,9,864,940,2,58,"1,864"
"N. Brookfield",-,1,"1,088","1,719",1,46,"2,854"
"N. Reading",-,1,"1,161","1,221",0,87,"2,469"
"N. Reading",-,2,"1,287","1,242",5,111,"2,645"
"N. Reading",-,3,"1,109","1,247",3,80,"2,439"
"N. Reading",-,4,"1,160","1,234",0,89,"2,483"
Northampton,1,A,978,151,1,23,"1,153"
Northampton,1,B,"1,178",119,2,18,"1,317"
Northampton,2,A,913,59,1,25,998
Northampton,2,B,747,61,0,16,824
Northampton,3,A,"1,081",147,6,32,"1,266"
Northampton,3,B,"1,114",105,3,23,"1,245"
Northampton,4,A,890,77,1,23,991
Northampton,4,B,"1,149",150,1,27,"1,327"
Northampton,5,A,956,140,1,27,"1,124"
Northampton,5,B,"1,160",133,0,22,"1,315"
Northampton,6,A,"1,157",366,2,23,"1,548"
Northampton,6,B,"1,220",272,2,25,"1,519"
Northampton,7,A,"1,042",184,1,29,"1,256"
Northampton,7,B,"1,107",202,1,22,"1,332"
Northborough,-,1,"1,327",914,11,44,"2,296"
Northborough,-,2,"1,337",853,4,37,"2,231"
Northborough,-,3,"1,408",894,6,53,"2,361"
Northborough,-,4,"1,351",946,9,46,"2,352"
Northbridge,-,1,985,998,3,35,"2,021"
Northbridge,-,2,755,893,4,30,"1,682"
Northbridge,-,3,688,826,0,35,"1,549"
Northbridge,-,4,851,"1,210",3,37,"2,101"
Northbridge,-,5,774,"1,105",4,40,"1,923"
Northfield,-,1,"1,134",770,4,46,"1,954"
Norton,-,1,"1,008","1,190",4,72,"2,274"
Norton,-,2,"1,083","1,173",3,73,"2,332"
Norton,-,3,"1,107","1,167",9,81,"2,364"
Norton,-,4,"1,069","1,199",7,61,"2,336"
Norton,-,5,643,725,1,48,"1,417"
Norwell,-,1,"1,067","1,121",2,43,"2,233"
Norwell,-,2,"1,159","1,312",5,65,"2,541"
Norwell,-,3,"1,164","1,158",1,58,"2,381"
Norwood,-,1,"1,097",750,4,57,"1,908"
Norwood,-,2,983,769,0,46,"1,798"
Norwood,-,3,"1,118",759,4,65,"1,946"
Norwood,-,4,"1,155",894,2,57,"2,108"
Norwood,-,5,809,454,6,40,"1,309"
Norwood,-,6,756,649,5,58,"1,468"
Norwood,-,7,"1,016",794,6,65,"1,881"
Norwood,-,8,"1,116",824,8,48,"1,996"
Norwood,-,9,962,909,5,54,"1,930"
"Oak Bluffs",-,1,"2,157",900,2,71,"3,130"
Oakham,-,1,467,774,0,25,"1,266"
Orange,-,1,854,"1,065",3,37,"1,959"
Orange,-,2,983,955,4,43,"1,985"
Orleans,-,1,"1,560",795,3,45,"2,403"
Orleans,-,2,"1,430",943,1,45,"2,419"
Otis,-,1,534,493,2,44,"1,073"
Oxford,-,1,791,"1,175",0,34,"2,000"
Oxford,-,2,782,"1,024",1,24,"1,831"
Oxford,-,3,792,"1,080",1,53,"1,926"
Oxford,-,4,731,"1,043",0,47,"1,821"
Oxford,-,4A,8,22,0,2,32
Palmer,-,1,761,958,1,46,"1,766"
Palmer,-,2,680,"1,031",0,47,"1,758"
Palmer,-,3,663,682,0,32,"1,377"
Palmer,-,4,635,876,0,53,"1,564"
Paxton,-,1,"1,427","1,507",0,63,"2,997"
Peabody,1,1,908,812,6,51,"1,777"
Peabody,1,2,808,958,2,45,"1,813"
Peabody,1,3,904,"1,035",0,55,"1,994"
Peabody,2,1,661,426,5,37,"1,129"
Peabody,2,2,644,475,0,32,"1,151"
Peabody,2,3,760,701,3,38,"1,502"
Peabody,3,1,533,371,2,36,942
Peabody,3,2,700,545,7,37,"1,289"
Peabody,3,3,739,661,5,32,"1,437"
Peabody,4,1,787,727,2,53,"1,569"
Peabody,4,2,565,549,4,26,"1,144"
Peabody,4,3,301,319,1,11,632
Peabody,4,3A,"1,053",435,0,31,"1,519"
Peabody,5,1,917,973,4,45,"1,939"
Peabody,5,2,643,790,5,41,"1,479"
Peabody,5,3,768,851,3,26,"1,648"
Peabody,6,1,878,"1,171",6,51,"2,106"
Peabody,6,2,733,"1,108",3,45,"1,889"
Peabody,6,3,799,"1,256",8,76,"2,139"
Pelham,-,1,730,119,3,9,861
Pembroke,-,1,"1,047","1,362",8,61,"2,478"
Pembroke,-,2,899,"1,236",6,56,"2,197"
Pembroke,-,3,972,"1,279",5,64,"2,320"
Pembroke,-,3A,13,5,0,0,18
Pembroke,-,4,982,"1,361",6,58,"2,407"
Pembroke,-,5,985,"1,157",5,37,"2,184"
Pepperell,-,1,783,896,2,55,"1,736"
Pepperell,-,2,987,"1,032",6,47,"2,072"
Pepperell,-,3,883,980,3,47,"1,913"
Pepperell,-,4,845,768,2,40,"1,655"
Peru,-,1,250,268,0,10,528
Petersham,-,1,481,404,0,16,901
Phillipston,-,1,401,749,0,20,"1,170"
Pittsfield,1,A,785,298,0,29,"1,112"
Pittsfield,1,B,"1,057",447,0,46,"1,550"
Pittsfield,2,A,596,221,0,24,841
Pittsfield,2,B,"1,116",429,1,59,"1,605"
Pittsfield,3,A,"1,282",409,1,55,"1,747"
Pittsfield,3,B,"1,316",508,0,64,"1,888"
Pittsfield,4,A,"1,324",428,3,41,"1,796"
Pittsfield,4,B,"1,423",562,1,63,"2,049"
Pittsfield,5,A,"1,021",354,2,50,"1,427"
Pittsfield,5,B,"1,097",508,1,50,"1,656"
Pittsfield,6,A,"1,114",356,1,36,"1,507"
Pittsfield,6,B,761,283,1,40,"1,085"
Pittsfield,7,A,650,354,1,37,"1,042"
Pittsfield,7,B,"1,124",459,1,57,"1,641"
Plainfield,-,1,275,146,0,11,432
Plainville,-,1,784,931,2,30,"1,747"
Plainville,-,2,889,958,1,61,"1,909"
Plainville,-,3,903,"1,054",3,40,"2,000"
Plymouth,-,1,870,729,1,35,"1,635"
Plymouth,-,2,984,910,7,45,"1,946"
Plymouth,-,3,"1,099",865,0,45,"2,009"
Plymouth,-,4,"1,047",934,4,33,"2,018"
Plymouth,-,5,974,"1,007",0,45,"2,026"
Plymouth,-,6,"1,185","1,149",2,47,"2,383"
Plymouth,-,7,"1,094","1,117",4,39,"2,254"
Plymouth,-,8,"1,135","1,283",1,45,"2,464"
Plymouth,-,9,855,"1,181",1,44,"2,081"
Plymouth,-,10,"1,074","1,245",2,45,"2,366"
Plymouth,-,11,"1,064","1,220",3,59,"2,346"
Plymouth,-,12,845,"1,118",4,34,"2,001"
Plymouth,-,13,"1,130","1,206",0,47,"2,383"
Plymouth,-,14,"1,008","1,408",3,38,"2,457"
Plymouth,-,15,"1,957","1,440",3,65,"3,465"
Plymouth,-,16,"1,335","1,143",9,43,"2,530"
Plymouth,-,17,"1,428","1,416",0,52,"2,896"
Plymouth,-,18,667,874,2,32,"1,575"
Plympton,-,1,790,"1,157",3,50,"2,000"
Princeton,-,1,"1,332","1,172",2,53,"2,559"
Provincetown,-,1,"2,391",248,2,30,"2,671"
Quincy,1,1,730,469,6,33,"1,238"
Quincy,1,2,633,410,0,76,"1,119"
Quincy,1,3,913,398,3,22,"1,336"
Quincy,1,4,"1,013",958,11,46,"2,028"
Quincy,1,5,970,"1,035",7,64,"2,076"
Quincy,2,1,662,418,6,32,"1,118"
Quincy,2,2,745,406,6,42,"1,199"
Quincy,2,3,534,299,2,33,868
Quincy,2,4,701,456,10,51,"1,218"
Quincy,2,5,787,507,2,34,"1,330"
Quincy,3,1,"1,107",605,7,62,"1,781"
Quincy,3,2,873,474,5,37,"1,389"
Quincy,3,3,689,458,3,36,"1,186"
Quincy,3,4,913,725,10,58,"1,706"
Quincy,3,5,759,357,6,40,"1,162"
Quincy,4,1,867,502,3,39,"1,411"
Quincy,4,2,920,665,15,50,"1,650"
Quincy,4,3,"1,027",785,5,69,"1,886"
Quincy,4,4,731,361,1,33,"1,126"
Quincy,4,5,725,443,2,22,"1,192"
Quincy,5,1,448,220,3,24,695
Quincy,5,1A,286,167,3,15,471
Quincy,5,2,830,364,4,56,"1,254"
Quincy,5,3,"1,165",609,2,53,"1,829"
Quincy,5,4,710,443,1,43,"1,197"
Quincy,5,5,904,652,8,46,"1,610"
Quincy,6,1,811,487,7,45,"1,350"
Quincy,6,2,832,364,6,45,"1,247"
Quincy,6,3,902,665,4,52,"1,623"
Quincy,6,4,715,382,7,51,"1,155"
Quincy,6,5,"1,067","1,042",7,59,"2,175"
Randolph,-,1,"1,175",348,5,49,"1,577"
Randolph,-,2,973,250,4,39,"1,266"
Randolph,-,3,879,223,4,41,"1,147"
Randolph,-,4,"1,064",337,9,39,"1,449"
Randolph,-,5,"1,030",305,7,45,"1,387"
Randolph,-,6,686,164,6,26,882
Randolph,-,7,853,313,4,56,"1,226"
Randolph,-,8,889,304,6,34,"1,233"
Randolph,-,9,984,266,1,44,"1,295"
Randolph,-,10,"1,037",361,5,41,"1,444"
Randolph,-,11,908,354,1,67,"1,330"
Randolph,-,12,899,321,3,47,"1,270"
Raynham,-,1,977,"1,193",0,81,"2,251"
Raynham,-,2,543,738,0,43,"1,324"
Raynham,-,2A,353,512,0,21,886
Raynham,-,3,"1,064","1,285",0,90,"2,439"
Raynham,-,4,854,"1,171",0,73,"2,098"
Raynham,-,4A,15,45,0,1,61
Reading,-,1,"1,199",976,0,82,"2,257"
Reading,-,2,"1,146",730,0,72,"1,948"
Reading,-,3,"1,145",891,0,89,"2,125"
Reading,-,4,"1,180",767,0,62,"2,009"
Reading,-,5,"1,218",717,0,78,"2,013"
Reading,-,6,"1,258",849,0,64,"2,171"
Reading,-,7,"1,209",833,0,71,"2,113"
Reading,-,8,"1,057",878,0,79,"2,014"
Rehoboth,-,1,760,"1,247",2,58,"2,067"
Rehoboth,-,2,824,"1,119",2,55,"2,000"
Rehoboth,-,3,765,"1,151",1,33,"1,950"
Rehoboth,-,4,837,"1,271",1,53,"2,162"
Revere,1,1,634,376,8,63,"1,081"
Revere,1,2,706,391,5,75,"1,177"
Revere,1,3,515,291,4,62,872
Revere,2,1,492,219,6,32,749
Revere,2,2,628,282,5,61,976
Revere,2,3,212,71,2,38,323
Revere,2,3A,68,20,0,6,94
Revere,3,1,461,373,4,72,910
Revere,3,2,534,356,8,75,973
Revere,3,3,535,329,2,72,938
Revere,4,1,649,445,10,64,"1,168"
Revere,4,2,499,367,2,56,924
Revere,4,3,584,459,6,87,"1,136"
Revere,5,1,472,423,1,54,950
Revere,5,1A,347,263,0,33,643
Revere,5,2,676,398,4,53,"1,131"
Revere,5,3,561,349,2,63,975
Revere,6,1,570,633,7,84,"1,294"
Revere,6,2,602,592,5,84,"1,283"
Revere,6,3,563,372,1,60,996
Richmond,-,1,759,241,2,17,"1,019"
Rochester,-,1,"1,465","2,480",3,85,"4,033"
Rockland,-,1,873,853,6,35,"1,767"
Rockland,-,2,823,967,4,39,"1,833"
