City/Town,Ward,Pct,"Edward J. Markey","Kevin J. O'Connor","Shiva Ayyadurai","All Others",Blanks,"Total Votes Cast"
Lowell,5,2,625,240,3,0,34,902
Lowell,5,3,758,444,9,0,50,"1,261"
Lowell,6,1,973,541,9,4,69,"1,596"
Lowell,6,2,"1,046",541,8,0,61,"1,656"
Lowell,6,3,918,499,1,1,88,"1,507"
Lowell,7,1,575,181,4,0,53,813
Lowell,7,2,720,170,1,0,83,974
Lowell,7,3,453,140,4,0,74,671
Lowell,8,1,806,272,1,2,57,"1,138"
Lowell,8,2,851,397,3,0,104,"1,355"
Lowell,8,3,"1,102",568,11,2,93,"1,776"
Lowell,9,1,761,318,15,2,35,"1,131"
Lowell,9,2,926,411,5,0,63,"1,405"
Lowell,9,3,816,364,2,1,63,"1,246"
Lowell,10,1,705,306,1,3,69,"1,084"
Lowell,10,2,552,190,5,1,44,792
Lowell,10,3,455,133,0,0,51,639
Lowell,11,1,834,365,5,5,67,"1,276"
Lowell,11,2,816,510,9,6,66,"1,407"
Lowell,11,3,869,372,11,1,47,"1,300"
Ludlow,-,1,988,944,18,6,64,"2,020"
Ludlow,-,2,808,584,9,4,65,"1,470"
Ludlow,-,3,953,"1,210",23,4,81,"2,271"
Ludlow,-,4,967,822,14,6,89,"1,898"
Ludlow,-,5,742,688,21,1,51,"1,503"
Ludlow,-,6,"1,129","1,069",20,0,73,"2,291"
Lunenburg,-,A,983,764,37,8,31,"1,823"
Lunenburg,-,B,964,658,10,10,40,"1,682"
Lunenburg,-,C,"1,041",868,40,2,39,"1,990"
Lunenburg,-,D,952,728,20,8,21,"1,729"
Lynn,1,1,"1,096",783,23,3,55,"1,960"
Lynn,1,2,"1,299",743,19,0,62,"2,123"
Lynn,1,3,"1,160",557,13,1,36,"1,767"
Lynn,1,4,"1,183",460,8,2,49,"1,702"
Lynn,2,1,"1,287",636,21,3,55,"2,002"
Lynn,2,2,935,247,12,0,35,"1,229"
Lynn,2,3,748,157,3,0,17,925
Lynn,2,4,667,171,3,1,16,858
Lynn,3,1,"1,060",411,8,4,30,"1,513"
Lynn,3,2,951,270,6,2,23,"1,252"
Lynn,3,3,945,314,0,13,36,"1,308"
Lynn,3,4,"1,168",286,6,4,34,"1,498"
Lynn,4,1,559,106,2,0,19,686
Lynn,4,2,641,131,2,2,24,800
Lynn,4,3,808,236,0,8,44,"1,096"
Lynn,4,4,"1,086",311,0,6,46,"1,449"
Lynn,5,1,994,317,5,3,44,"1,363"
Lynn,5,2,568,112,0,4,30,714
Lynn,5,3,587,139,4,0,28,758
Lynn,5,4,"1,083",338,5,2,52,"1,480"
Lynn,6,1,726,199,10,5,29,969
Lynn,6,2,536,147,1,2,25,711
Lynn,6,3,752,214,4,0,55,"1,025"
Lynn,6,4,679,213,6,3,37,938
Lynn,7,1,"1,332",502,17,5,48,"1,904"
Lynn,7,2,"1,133",374,11,3,42,"1,563"
Lynn,7,3,808,271,8,0,27,"1,114"
Lynn,7,4,930,336,12,4,37,"1,319"
Lynnfield,-,1,"1,091",956,21,3,41,"2,112"
Lynnfield,-,2,"1,176",950,12,3,37,"2,178"
Lynnfield,-,3,958,903,8,2,55,"1,926"
Lynnfield,-,4,"1,002","1,113",15,1,53,"2,184"
Malden,1,1,"1,108",189,1,5,40,"1,343"
Malden,1,2,"1,212",373,6,5,45,"1,641"
Malden,2,1,"1,039",236,0,6,61,"1,342"
Malden,2,2,"1,104",387,1,6,52,"1,550"
Malden,3,1,"1,406",340,0,9,47,"1,802"
Malden,3,2,"1,521",437,0,10,38,"2,006"
Malden,4,1,"1,074",214,0,9,42,"1,339"
Malden,4,2,996,182,1,0,33,"1,212"
Malden,5,1,"1,257",294,7,5,45,"1,608"
Malden,5,2,"1,578",502,4,5,66,"2,155"
Malden,6,1,"1,370",400,3,6,40,"1,819"
Malden,6,2,"1,235",346,9,7,42,"1,639"
Malden,7,1,"1,065",210,0,1,33,"1,309"
Malden,7,2,"1,090",293,2,12,60,"1,457"
Malden,8,1,"1,305",439,5,9,45,"1,803"
Malden,8,2,"1,314",379,1,3,35,"1,732"
Manchester-by-the-Sea,-,1,"2,550","1,213",19,5,54,"3,841"
Mansfield,-,1,"1,301","1,111",7,9,74,"2,502"
Mansfield,-,2,"1,497",971,16,18,52,"2,554"
Mansfield,-,3,"1,460","1,055",12,1,66,"2,594"
Mansfield,-,4,"1,444",909,13,4,62,"2,432"
Mansfield,-,5,"1,417",758,2,21,51,"2,249"
Mansfield,-,6,"1,515",723,15,4,49,"2,306"
Marblehead,-,1,"1,694",729,12,2,51,"2,488"
Marblehead,-,2,"1,680",703,11,2,60,"2,456"
Marblehead,-,3,"1,528",626,16,0,42,"2,212"
Marblehead,-,4,"1,588",810,15,0,38,"2,451"
Marblehead,-,5,"1,529",743,16,4,51,"2,343"
Marblehead,-,6,"1,611",728,13,3,38,"2,393"
Marion,-,1,"2,243","1,362",20,0,92,"3,717"
Marlborough,1,1,846,384,7,2,37,"1,276"
Marlborough,1,2,"1,154",660,14,2,31,"1,861"
Marlborough,2,1,956,520,8,3,27,"1,514"
Marlborough,2,2,883,373,11,1,24,"1,292"
Marlborough,3,1,695,327,11,2,24,"1,059"
Marlborough,3,2,"1,284",581,13,0,53,"1,931"
Marlborough,4,1,576,290,4,0,25,895
Marlborough,4,2,"1,014",591,5,3,44,"1,657"
Marlborough,5,1,652,278,10,0,13,953
Marlborough,5,2,"1,008",489,5,0,38,"1,540"
Marlborough,6,1,727,324,7,2,16,"1,076"
Marlborough,6,2,"1,043",623,11,2,46,"1,725"
Marlborough,7,1,839,410,19,0,34,"1,302"
Marlborough,7,2,791,389,9,3,20,"1,212"
Marshfield,-,1,"1,367","1,117",9,0,49,"2,542"
Marshfield,-,2,"1,312","1,128",3,0,52,"2,495"
Marshfield,-,3,"1,319","1,062",4,0,41,"2,426"
Marshfield,-,4,"1,335","1,089",6,0,43,"2,473"
Marshfield,-,5,"1,210","1,013",5,0,44,"2,272"
Marshfield,-,6,"1,444","1,301",2,0,68,"2,815"
Marshfield,-,7,"1,390","1,197",3,2,45,"2,637"
Mashpee,-,1,"1,420",875,8,2,32,"2,337"
Mashpee,-,2,"1,093",846,8,0,31,"1,978"
Mashpee,-,3,943,678,11,4,38,"1,674"
Mashpee,-,4,"1,160",709,8,2,39,"1,918"
Mashpee,-,5,"1,267","1,134",4,2,43,"2,450"
Mattapoisett,-,1,"2,670","1,941",8,4,118,"4,741"
Maynard,-,1,"1,225",466,11,7,32,"1,741"
Maynard,-,2,"1,199",410,22,0,5,"1,636"
Maynard,-,3,"1,311",477,7,12,39,"1,846"
Maynard,-,4,"1,130",403,18,0,29,"1,580"
Medfield,-,1,"1,393",730,10,0,56,"2,189"
Medfield,-,2,"1,296",752,5,0,54,"2,107"
Medfield,-,3,"1,255",807,13,0,75,"2,150"
Medfield,-,4,"1,187",749,2,0,102,"2,040"
Medford,1,1,"1,393",458,0,16,46,"1,913"
Medford,1,2,"1,494",463,0,18,50,"2,025"
Medford,2,1,"1,413",574,0,3,64,"2,054"
Medford,2,2,"1,543",651,0,21,52,"2,267"
Medford,3,1,"1,453",602,0,17,67,"2,139"
Medford,3,2,"1,598",701,0,11,59,"2,369"
Medford,4,1,878,159,0,7,15,"1,059"
Medford,4,2,"1,702",406,0,6,64,"2,178"
Medford,5,1,"1,707",335,0,2,45,"2,089"
Medford,5,2,"1,396",249,0,9,31,"1,685"
Medford,6,1,"2,012",381,0,5,45,"2,443"
Medford,6,2,"1,640",471,0,11,33,"2,155"
Medford,7,1,"1,006",247,0,4,43,"1,300"
Medford,7,2,"1,675",464,0,7,53,"2,199"
Medford,8,1,"1,716",487,0,19,59,"2,281"
Medford,8,2,"1,419",434,0,10,58,"1,921"
Medway,-,1,"1,128",823,10,0,43,"2,004"
Medway,-,2,"1,226",827,19,23,24,"2,119"
Medway,-,3,"1,266",802,14,16,50,"2,148"
Medway,-,4,"1,258",897,8,2,39,"2,204"
Melrose,1,1,980,301,0,3,28,"1,312"
Melrose,1,2,940,293,7,5,21,"1,266"
Melrose,2,1,936,435,0,5,27,"1,403"
Melrose,2,2,849,349,0,7,32,"1,237"
Melrose,3,1,954,279,6,2,23,"1,264"
Melrose,3,2,866,294,0,5,35,"1,200"
Melrose,4,1,904,290,0,7,29,"1,230"
Melrose,4,2,910,526,0,4,36,"1,476"
Melrose,5,1,"1,099",321,6,0,21,"1,447"
Melrose,5,2,947,264,0,4,30,"1,245"
Melrose,6,1,954,335,7,0,28,"1,324"
Melrose,6,2,871,437,0,2,27,"1,337"
Melrose,7,1,889,329,0,7,33,"1,258"
Melrose,7,2,932,375,8,1,23,"1,339"
Mendon,-,1,"2,036","1,824",42,6,86,"3,994"
Merrimac,-,1,"1,294",825,13,12,50,"2,194"
Merrimac,-,2,"1,236",934,17,6,34,"2,227"
Methuen,-,1,"1,180",775,5,10,45,"2,015"
Methuen,-,2,941,256,5,4,47,"1,253"
Methuen,-,3,"1,253",777,9,5,60,"2,104"
Methuen,-,4,"1,227",696,0,13,54,"1,990"
Methuen,-,5,"1,187",602,2,21,43,"1,855"
Methuen,-,6,"1,260",695,11,9,42,"2,017"
Methuen,-,7,"1,328",985,14,5,63,"2,395"
Methuen,-,8,"1,292","1,318",14,12,65,"2,701"
Methuen,-,9,"1,233","1,100",26,9,84,"2,452"
Methuen,-,10,"1,295",707,12,18,74,"2,106"
Methuen,-,11,"1,355","1,183",13,8,72,"2,631"
Methuen,-,12,"1,346","1,135",0,26,70,"2,577"
Middleborough,-,1,"1,301","1,467",23,1,73,"2,865"
Middleborough,-,2,"1,127",964,14,2,57,"2,164"
Middleborough,-,3,"1,037","1,193",35,0,69,"2,334"
Middleborough,-,4,946,890,23,0,52,"1,911"
Middleborough,-,5,"1,083","1,316",28,4,95,"2,526"
Middleborough,-,6,922,"1,111",26,1,63,"2,123"
Middlefield,-,1,200,126,0,0,9,335
Middleton,-,1,"1,413","1,379",32,1,66,"2,891"
Middleton,-,2,"1,366","1,546",42,0,60,"3,014"
Milford,-,1,688,423,5,3,30,"1,149"
Milford,-,2,"1,051",613,12,2,42,"1,720"
Milford,-,3,"1,051",735,5,3,40,"1,834"
Milford,-,4,807,467,12,2,35,"1,323"
Milford,-,5,"1,451",989,16,2,54,"2,512"
Milford,-,6,"1,136",660,8,6,46,"1,856"
Milford,-,7,"1,264",906,11,2,54,"2,237"
Milford,-,8,"1,283",686,11,4,61,"2,045"
Millbury,-,1,"1,035",899,17,2,62,"2,015"
Millbury,-,2,"1,109","1,075",27,1,47,"2,259"
Millbury,-,3,"1,056",849,26,1,53,"1,985"
Millbury,-,4,"1,098",794,16,0,46,"1,954"
Millis,-,1,"1,137",676,10,0,11,"1,834"
Millis,-,2,"1,035",741,8,2,65,"1,851"
Millis,-,3,"1,140",797,14,1,40,"1,992"
Millville,-,1,835,963,13,1,44,"1,856"
Milton,-,1,"1,520",254,1,2,28,"1,805"
Milton,-,2,"1,492",308,6,3,42,"1,851"
Milton,-,3,"1,357",528,5,2,48,"1,940"
Milton,-,4,"1,427",374,7,2,42,"1,852"
Milton,-,5,"1,095",388,15,0,34,"1,532"
Milton,-,6,"1,153",696,10,0,57,"1,916"
Milton,-,7,"1,055",580,4,0,50,"1,689"
Milton,-,8,"1,159",672,2,5,83,"1,921"
Milton,-,9,"1,141",783,4,18,60,"2,006"
Milton,-,10,"1,043",192,5,1,31,"1,272"
Monroe,-,1,23,35,1,0,1,60
Monson,-,A,796,854,3,18,42,"1,713"
Monson,-,B,817,818,26,3,58,"1,722"
Monson,-,C,848,846,17,5,54,"1,770"
Montague,-,1,859,172,14,0,11,"1,056"
Montague,-,2,535,266,21,2,16,840
Montague,-,3,542,211,20,0,17,790
Montague,-,4,586,234,13,5,14,852
Montague,-,5,504,110,0,9,11,634
Montague,-,6,537,192,11,1,12,753
Monterey,-,1,463,112,2,0,19,596
Montgomery,-,1,225,313,10,0,17,565
"Mount Washington",-,1,104,20,0,0,4,128
Nahant,-,1,"1,618",836,18,4,57,"2,533"
Nantucket,-,1,"5,132","2,034",0,28,144,"7,338"
Natick,-,1,"1,075",320,6,1,36,"1,438"
Natick,-,2,"1,677",615,11,2,57,"2,362"
Natick,-,3,"1,556",616,19,3,40,"2,234"
Natick,-,4,"1,537",560,7,1,27,"2,132"
Natick,-,5,"1,506",626,18,4,38,"2,192"
Natick,-,6,"1,520",595,11,0,40,"2,166"
Natick,-,7,"1,721",518,8,1,23,"2,271"
Natick,-,8,"1,702",603,1,0,38,"2,344"
Natick,-,9,"1,586",516,3,2,47,"2,154"
Natick,-,10,"1,855",747,5,0,42,"2,649"
Needham,-,A,"1,285",486,5,2,38,"1,816"
Needham,-,B,"1,429",569,2,1,45,"2,046"
Needham,-,C,"1,333",541,2,5,39,"1,920"
Needham,-,D,"1,430",533,0,9,41,"2,013"
Needham,-,E,"1,477",590,0,5,40,"2,112"
Needham,-,F,"1,451",461,0,9,30,"1,951"
Needham,-,G,"1,364",560,0,11,29,"1,964"
Needham,-,H,"1,518",613,0,4,34,"2,169"
Needham,-,I,"1,559",471,0,2,31,"2,063"
Needham,-,J,"1,634",518,0,6,51,"2,209"
"New Ashford",-,1,94,55,0,0,6,155
"New Bedford",1,A,850,605,0,17,44,"1,516"
"New Bedford",1,B,729,515,0,11,45,"1,300"
"New Bedford",1,C,673,500,0,16,25,"1,214"
"New Bedford",1,D,771,567,0,18,39,"1,395"
"New Bedford",1,E,758,436,0,13,38,"1,245"
"New Bedford",1,F,504,498,0,11,24,"1,037"
"New Bedford",2,A,238,96,0,3,7,344
"New Bedford",2,B,527,253,0,7,28,815
"New Bedford",2,C,437,226,0,7,15,685
"New Bedford",2,D,464,301,0,6,32,803
"New Bedford",2,E,630,394,0,16,30,"1,070"
"New Bedford",2,F,638,363,0,11,30,"1,042"
"New Bedford",3,A,418,152,0,6,22,598
"New Bedford",3,B,484,160,0,7,28,679
"New Bedford",3,C,439,192,0,3,24,658
"New Bedford",3,D,547,268,0,1,35,851
"New Bedford",3,E,804,443,0,9,35,"1,291"
"New Bedford",3,F,773,388,0,18,35,"1,214"
"New Bedford",4,A,491,129,0,4,29,653
"New Bedford",4,B,895,247,0,7,32,"1,181"
"New Bedford",4,C,843,220,0,6,34,"1,103"
"New Bedford",4,D,671,218,0,2,29,920
"New Bedford",4,E,613,290,0,3,35,941
"New Bedford",4,F,665,233,0,6,27,931
"New Bedford",5,A,508,221,0,6,25,760
"New Bedford",5,B,809,261,0,11,22,"1,103"
"New Bedford",5,C,587,322,0,7,30,946
"New Bedford",5,D,914,312,0,9,42,"1,277"
"New Bedford",5,E,967,488,0,12,44,"1,511"
"New Bedford",5,F,925,469,0,10,41,"1,445"
"New Bedford",6,A,680,417,0,9,35,"1,141"
"New Bedford",6,B,647,374,0,10,28,"1,059"
"New Bedford",6,C,306,122,0,5,22,455
"New Bedford",6,D,288,139,0,6,32,465
"New Bedford",6,E,433,163,0,10,38,644
"New Bedford",6,F,530,215,0,6,42,793
"New Braintree",-,1,326,319,13,0,18,676
"New Marlborough",-,1,671,257,13,0,25,966
"New Salem",-,1,427,223,19,0,12,681
Newbury,-,1,"1,574",889,14,0,43,"2,520"
Newbury,-,2,"1,467","1,005",11,1,37,"2,521"
Newburyport,1,1,"1,203",400,7,0,25,"1,635"
Newburyport,2,1,"1,610",483,2,0,31,"2,126"
Newburyport,3,1,"1,577",552,8,0,49,"2,186"
Newburyport,4,1,"1,695",650,5,0,31,"2,381"
Newburyport,5,1,"1,197",693,7,0,55,"1,952"
Newburyport,6,1,"1,321",737,2,0,34,"2,094"
Newburyport,1,P,305,201,6,0,11,523
Newton,1,1,"1,085",370,5,3,48,"1,511"
Newton,1,2,"1,282",223,2,1,20,"1,528"
Newton,1,3,"1,375",220,4,7,28,"1,634"
Newton,1,4,"1,116",439,3,3,48,"1,609"
Newton,2,1,"1,307",313,5,6,30,"1,661"
Newton,2,2,916,208,3,0,16,"1,143"
Newton,2,3,"1,509",298,4,1,26,"1,838"
Newton,2,4,"1,495",258,4,5,44,"1,806"
Newton,3,1,"1,359",346,1,9,28,"1,743"
Newton,3,2,"1,436",273,1,4,25,"1,739"
Newton,3,3,"1,274",400,6,1,36,"1,717"
Newton,3,4,"1,275",395,7,0,28,"1,705"
Newton,4,1,"1,254",316,12,2,35,"1,619"
Newton,4,2,"1,213",190,2,1,28,"1,434"
Newton,4,3,854,218,1,2,18,"1,093"
Newton,4,4,"1,201",325,3,3,36,"1,568"
Newton,5,1,"1,209",301,4,4,25,"1,543"
Newton,5,2,"1,358",228,3,1,28,"1,618"
Newton,5,3,"1,632",278,3,1,37,"1,951"
Newton,5,4,"1,539",286,5,1,26,"1,857"
Newton,6,1,"1,203",312,2,0,27,"1,544"
Newton,6,2,"1,398",208,4,1,28,"1,639"
Newton,6,3,"1,545",193,2,4,22,"1,766"
Newton,6,4,"1,614",266,1,4,27,"1,912"
Newton,7,1,"1,125",328,2,2,27,"1,484"
Newton,7,2,"1,549",309,2,8,32,"1,900"
Newton,7,3,421,101,2,3,8,535
Newton,7,4,656,170,2,1,13,842
Newton,8,1,"1,349",520,10,2,45,"1,926"
Newton,8,2,"1,270",463,4,3,51,"1,791"
Newton,8,3,"1,316",411,5,3,35,"1,770"
Newton,8,4,819,293,8,3,22,"1,145"
Norfolk,-,1,806,665,7,3,34,"1,515"
Norfolk,-,2,"1,628","1,239",5,4,52,"2,928"
Norfolk,-,3,"1,344","1,074",5,1,37,"2,461"
"N. Adams",1,1,933,366,3,0,47,"1,349"
"N. Adams",2,2,856,262,12,0,36,"1,166"
"N. Adams",3,3,702,196,7,0,23,928
"N. Adams",4,4,960,354,11,0,59,"1,384"
"N. Adams",5,5,812,279,10,0,58,"1,159"
"N. Andover",-,1,"1,254",764,12,4,35,"2,069"
"N. Andover",-,2,"1,379",862,16,6,35,"2,298"
"N. Andover",-,3,"1,344",750,10,1,46,"2,151"
"N. Andover",-,4,"1,610",998,14,3,40,"2,665"
"N. Andover",-,5,961,566,0,7,29,"1,563"
"N. Andover",-,6,"1,360","1,053",19,2,47,"2,481"
"N. Andover",-,7,"1,469",889,15,9,35,"2,417"
"N. Andover",-,8,"1,347","1,070",13,2,46,"2,478"
"N. Attleborough",-,1,940,607,8,1,44,"1,600"
"N. Attleborough",-,2,"1,101",808,7,2,48,"1,966"
"N. Attleborough",-,3,996,970,7,0,49,"2,022"
"N. Attleborough",-,4,961,597,17,0,41,"1,616"
"N. Attleborough",-,5,"1,010",744,4,2,59,"1,819"
"N. Attleborough",-,6,"1,148",892,7,2,66,"2,115"
"N. Attleborough",-,7,"1,128",956,7,0,55,"2,146"
"N. Attleborough",-,8,"1,072",911,6,1,47,"2,037"
"N. Attleborough",-,9,"1,016",886,10,2,65,"1,979"
"N. Brookfield",-,1,"1,216","1,429",41,1,44,"2,731"
"N. Reading",-,1,"1,358","1,152",15,1,86,"2,612"
"N. Reading",-,2,"1,379",928,16,0,88,"2,411"
"N. Reading",-,3,"1,378",987,17,1,72,"2,455"
"N. Reading",-,4,"1,416","1,032",7,2,72,"2,529"
Northampton,1,A,955,118,2,0,26,"1,101"
Northampton,1,B,"1,342",153,5,2,20,"1,522"
Northampton,2,A,"1,218",59,3,1,9,"1,290"
Northampton,2,B,823,56,2,0,7,888
Northampton,3,A,"1,261",102,9,0,31,"1,403"
Northampton,3,B,"1,183",115,5,2,30,"1,335"
Northampton,4,A,920,69,2,3,13,"1,007"
Northampton,4,B,"1,129",91,6,1,12,"1,239"
Northampton,5,A,"1,027",152,4,3,15,"1,201"
Northampton,5,B,"1,115",124,7,0,19,"1,265"
Northampton,6,A,"1,035",299,1,1,17,"1,353"
Northampton,6,B,"1,227",277,8,1,26,"1,539"
Northampton,7,A,"1,231",187,2,1,28,"1,449"
Northampton,7,B,"1,161",229,8,0,26,"1,424"
Northborough,-,1,"1,596",804,0,8,41,"2,449"
Northborough,-,2,"1,515",793,0,18,38,"2,364"
Northborough,-,3,"1,552",805,0,13,58,"2,428"
Northborough,-,4,"1,533",905,0,23,44,"2,505"
Northbridge,-,1,"1,176","1,027",36,0,56,"2,295"
Northbridge,-,2,"1,198","1,060",17,0,69,"2,344"
Northbridge,-,3,"1,011",905,19,1,42,"1,978"
Northbridge,-,4,"1,271","1,316",27,2,71,"2,687"
Northfield,-,1,"1,174",584,44,13,54,"1,869"
Norton,-,1,"1,291","1,069",0,26,69,"2,455"
Norton,-,2,"1,242","1,056",0,26,58,"2,382"
Norton,-,3,"1,229",940,0,9,59,"2,237"
Norton,-,4,"1,352","1,102",0,28,83,"2,565"
Norton,-,5,712,622,0,9,45,"1,388"
Norwell,-,1,"1,281","1,054",13,8,56,"2,412"
Norwell,-,2,"1,348","1,175",15,1,48,"2,587"
Norwell,-,3,"1,310","1,084",4,5,44,"2,447"
Norwood,-,1,"1,445",720,10,4,54,"2,233"
Norwood,-,2,"1,232",644,7,1,40,"1,924"
Norwood,-,3,"1,316",632,6,0,50,"2,004"
Norwood,-,4,"1,299",751,11,5,76,"2,142"
Norwood,-,5,"1,105",404,9,1,36,"1,555"
Norwood,-,6,977,498,7,1,37,"1,520"
Norwood,-,7,"1,282",680,12,3,57,"2,034"
Norwood,-,8,"1,297",684,10,4,56,"2,051"
Norwood,-,9,"1,207",798,6,3,65,"2,079"
"Oak Bluffs",-,1,"2,393",739,16,1,76,"3,225"
Oakham,-,1,571,640,27,0,24,"1,262"
Orange,-,1,929,850,43,10,40,"1,872"
Orange,-,2,"1,072",786,40,5,41,"1,944"
Orleans,-,1,"3,147","1,634",20,2,82,"4,885"
Otis,-,1,542,414,25,2,34,"1,017"
Oxford,-,1,941,965,13,3,49,"1,971"
Oxford,-,2,886,918,15,8,29,"1,856"
Oxford,-,3,952,988,25,4,35,"2,004"
Oxford,-,4,831,903,11,2,29,"1,776"
Palmer,-,1,764,774,20,6,37,"1,601"
Palmer,-,1A,117,94,0,7,2,220
Palmer,-,2,781,903,10,11,64,"1,769"
Palmer,-,3,762,571,10,9,39,"1,391"
Palmer,-,4,708,767,10,8,49,"1,542"
Paxton,-,1,"1,580","1,268",62,4,61,"2,975"
Peabody,1,1,"1,048",627,13,3,43,"1,734"
Peabody,1,2,"1,041",781,4,15,35,"1,876"
Peabody,1,3,"1,150",886,18,4,48,"2,106"
Peabody,2,1,920,342,0,5,28,"1,295"
Peabody,2,2,831,372,7,0,23,"1,233"
Peabody,2,3,909,570,10,4,27,"1,520"
Peabody,3,1,705,306,7,1,42,"1,061"
Peabody,3,2,850,456,13,2,34,"1,355"
Peabody,3,3,944,575,10,2,26,"1,557"
Peabody,4,1,"1,000",609,15,0,37,"1,661"
Peabody,4,2,959,598,4,2,34,"1,597"
Peabody,4,3,538,363,3,3,20,927
Peabody,4,3A,"1,004",392,4,3,32,"1,435"
Peabody,5,1,"1,036",796,20,2,46,"1,900"
Peabody,5,2,817,669,2,1,26,"1,515"
Peabody,5,3,997,703,17,1,40,"1,758"
Peabody,6,1,933,937,12,5,47,"1,934"
Peabody,6,2,952,906,9,2,47,"1,916"
Peabody,6,3,925,894,13,3,46,"1,881"
Pelham,-,1,807,109,4,1,9,930
Pembroke,-,1,"1,318","1,161",0,14,54,"2,547"
Pembroke,-,2,"1,126","1,051",0,8,44,"2,229"
Pembroke,-,3,"1,249","1,047",8,21,43,"2,368"
Pembroke,-,4,"1,206","1,112",0,21,60,"2,399"
Pembroke,-,5,"1,212",997,0,16,50,"2,275"
Pepperell,-,1,"1,275","1,117",29,1,69,"2,491"
Pepperell,-,2,"1,334","1,115",32,2,60,"2,543"
Pepperell,-,3,"1,232","1,022",24,0,40,"2,318"
Peru,-,1,300,215,5,0,15,535
Petersham,-,1,516,316,27,0,21,880
Phillipston,-,1,470,576,0,32,25,"1,103"
Pittsfield,1,A,941,301,4,0,39,"1,285"
Pittsfield,1,B,"1,150",375,14,4,56,"1,599"
Pittsfield,2,A,690,184,4,1,41,920
Pittsfield,2,B,"1,255",357,8,0,63,"1,683"
Pittsfield,3,A,"1,375",381,8,2,64,"1,830"
Pittsfield,3,B,"1,423",415,8,1,70,"1,917"
Pittsfield,4,A,"1,392",401,10,1,52,"1,856"
Pittsfield,4,B,"1,528",532,7,0,72,"2,139"
Pittsfield,5,A,"1,168",317,14,2,45,"1,546"
Pittsfield,5,B,"1,201",438,6,4,69,"1,718"
Pittsfield,6,A,"1,263",323,9,2,47,"1,644"
Pittsfield,6,B,867,247,3,0,39,"1,156"
Pittsfield,7,A,760,240,12,1,42,"1,055"
Pittsfield,7,B,"1,195",403,17,1,62,"1,678"
Plainfield,-,1,316,119,0,3,8,446
Plainville,-,1,"1,069",858,14,0,58,"1,999"
Plainville,-,2,"1,071",843,11,0,49,"1,974"
Plainville,-,3,979,870,8,2,45,"1,904"
Plymouth,-,1,"1,165",665,12,4,49,"1,895"
Plymouth,-,2,"1,534",954,16,2,45,"2,551"
Plymouth,-,3,"1,264",717,10,1,39,"2,031"
Plymouth,-,4,"1,269",833,13,2,54,"2,171"
Plymouth,-,5,"1,305","1,100",9,2,46,"2,462"
Plymouth,-,6,"1,402",916,14,2,44,"2,378"
Plymouth,-,7,"1,305","1,021",13,0,44,"2,383"
Plymouth,-,8,"1,334","1,185",14,2,43,"2,578"
Plymouth,-,9,"1,089",955,11,2,42,"2,099"
Plymouth,-,10,872,709,8,0,32,"1,621"
Plymouth,-,11,"1,278","1,130",21,2,49,"2,480"
Plymouth,-,12,"1,546","1,232",24,2,40,"2,844"
Plymouth,-,13,"1,423","1,110",16,2,41,"2,592"
Plymouth,-,14,"1,236","1,216",17,3,44,"2,516"
Plymouth,-,15,"2,847","2,013",15,4,64,"4,943"
Plympton,-,1,960,932,7,1,34,"1,934"
Princeton,-,1,"1,477",964,89,1,60,"2,591"
Provincetown,-,1,"2,382",207,1,0,30,"2,620"
Quincy,1,1,"1,002",451,0,5,65,"1,523"
Quincy,1,2,834,349,0,8,60,"1,251"
Quincy,1,3,"1,122",446,5,11,30,"1,614"
Quincy,1,4,"1,108",760,0,18,56,"1,942"
Quincy,1,5,"1,123",811,0,21,64,"2,019"
Quincy,2,1,"1,046",485,0,17,40,"1,588"
Quincy,2,2,"1,031",349,0,6,35,"1,421"
Quincy,2,3,491,177,0,3,23,694
Quincy,2,3A,157,83,0,0,4,244
Quincy,2,4,912,342,0,11,47,"1,312"
Quincy,2,5,"1,113",461,5,12,42,"1,633"
Quincy,3,1,"1,342",512,5,25,51,"1,935"
Quincy,3,2,"1,053",383,0,10,30,"1,476"
Quincy,3,3,766,266,0,7,38,"1,077"
Quincy,3,4,972,563,0,12,42,"1,589"
Quincy,3,5,574,94,0,1,24,693
Quincy,4,1,"1,270",508,0,15,49,"1,842"
Quincy,4,2,"1,122",609,5,12,49,"1,797"
Quincy,4,3,"1,294",731,0,12,52,"2,089"
Quincy,4,4,945,306,0,11,39,"1,301"
Quincy,4,5,"1,047",424,0,13,42,"1,526"
Quincy,5,1,"1,242",378,0,8,76,"1,704"
Quincy,5,2,998,338,0,6,58,"1,400"
Quincy,5,3,"1,119",474,8,4,71,"1,676"
Quincy,5,4,824,436,0,7,42,"1,309"
Quincy,5,5,987,495,0,11,50,"1,543"
Quincy,6,1,947,398,0,10,47,"1,402"
Quincy,6,2,751,276,0,8,47,"1,082"
Quincy,6,3,"1,263",730,0,8,68,"2,069"
Quincy,6,4,900,358,0,6,32,"1,296"
Quincy,6,5,"1,197",866,0,15,64,"2,142"
Randolph,-,1,"1,129",243,6,3,46,"1,427"
Randolph,-,2,"1,027",187,0,3,41,"1,258"
Randolph,-,3,"1,197",227,3,2,39,"1,468"
Randolph,-,4,"1,213",252,6,6,44,"1,521"
Randolph,-,5,"1,085",318,1,3,42,"1,449"
Randolph,-,6,973,237,1,8,43,"1,262"
