City/Town,Ward,Pct,"William Francis Galvin","Anthony M. Amore","Juan G. Sanchez, Jr","All Others",Blanks,"Total Votes Cast"
Malden,4,1,709,128,35,5,34,911
Malden,4,2,598,100,45,1,36,780
Malden,5,1,834,153,52,0,29,"1,068"
Malden,5,2,"1,143",303,62,1,55,"1,564"
Malden,6,1,939,257,47,2,32,"1,277"
Malden,6,2,856,222,53,1,42,"1,174"
Malden,7,1,726,98,43,2,28,897
Malden,7,2,741,155,40,2,32,970
Malden,8,1,860,235,50,0,32,"1,177"
Malden,8,2,805,212,41,0,33,"1,091"
Manchester-by-the-Sea,-,1,"2,063",875,98,2,138,"3,176"
Mansfield,-,1,"1,133",614,41,4,66,"1,858"
Mansfield,-,2,"1,235",558,44,0,63,"1,900"
Mansfield,-,3,"1,369",594,43,0,73,"2,079"
Mansfield,-,4,"1,159",521,40,0,64,"1,784"
Mansfield,-,5,"1,151",400,56,0,56,"1,663"
Mansfield,-,6,"1,153",390,44,2,44,"1,633"
Marblehead,-,1,"1,336",567,51,0,58,"2,012"
Marblehead,-,2,"1,385",494,60,1,65,"2,005"
Marblehead,-,3,"1,224",457,48,0,51,"1,780"
Marblehead,-,4,"1,280",575,40,0,68,"1,963"
Marblehead,-,5,"1,258",545,56,0,57,"1,916"
Marblehead,-,6,"1,291",544,45,1,64,"1,945"
Marion,-,1,"1,761",861,81,1,108,"2,812"
Marlborough,1,1,677,188,25,0,43,933
Marlborough,1,2,"1,011",407,24,0,49,"1,491"
Marlborough,2,1,790,302,28,0,28,"1,148"
Marlborough,2,2,652,209,38,0,35,934
Marlborough,3,1,497,167,51,0,17,732
Marlborough,3,2,"1,054",365,39,1,49,"1,508"
Marlborough,4,1,411,153,23,0,23,610
Marlborough,4,2,902,337,34,0,37,"1,310"
Marlborough,5,1,471,148,37,1,17,674
Marlborough,5,2,772,273,37,0,25,"1,107"
Marlborough,6,1,596,160,27,0,20,803
Marlborough,6,2,887,368,38,1,56,"1,350"
Marlborough,7,1,644,241,32,1,33,951
Marlborough,7,2,669,263,22,0,21,975
Marshfield,-,1,"1,253",573,42,0,45,"1,913"
Marshfield,-,2,"1,306",596,43,0,56,"2,001"
Marshfield,-,3,"1,257",519,44,0,55,"1,875"
Marshfield,-,4,"1,148",572,38,0,45,"1,803"
Marshfield,-,5,"1,094",497,35,0,42,"1,668"
Marshfield,-,6,"1,383",666,34,0,84,"2,167"
Marshfield,-,7,"1,292",620,40,0,53,"2,005"
Mashpee,-,1,"1,220",574,33,0,62,"1,889"
Mashpee,-,2,868,504,33,0,48,"1,453"
Mashpee,-,3,747,414,31,1,27,"1,220"
Mashpee,-,4,881,417,38,0,48,"1,384"
Mashpee,-,5,"1,081",662,35,1,73,"1,852"
Mattapoisett,-,1,"2,344","1,261",81,1,110,"3,797"
Maynard,-,1,"1,023",285,64,3,37,"1,412"
Maynard,-,2,999,247,62,0,36,"1,344"
Maynard,-,3,"1,022",287,64,1,35,"1,409"
Maynard,-,4,927,286,57,1,39,"1,310"
Medfield,-,1,"1,191",407,46,0,50,"1,694"
Medfield,-,2,"1,109",441,31,1,48,"1,630"
Medfield,-,3,"1,120",486,26,0,52,"1,684"
Medfield,-,4,"1,084",463,32,0,73,"1,652"
Medford,1,1,"1,120",255,50,0,56,"1,481"
Medford,1,2,"1,171",268,62,3,56,"1,560"
Medford,2,1,"1,144",352,55,4,57,"1,612"
Medford,2,2,"1,311",400,59,5,55,"1,830"
Medford,3,1,"1,307",346,77,1,90,"1,821"
Medford,3,2,"1,401",420,67,1,69,"1,958"
Medford,4,1,808,91,57,1,20,977
Medford,4,2,"1,411",253,97,2,54,"1,817"
Medford,5,1,"1,341",218,93,1,52,"1,705"
Medford,5,2,"1,052",136,61,0,35,"1,284"
Medford,6,1,"1,602",211,141,4,75,"2,033"
Medford,6,2,"1,328",288,77,2,65,"1,760"
Medford,7,1,766,161,27,1,29,984
Medford,7,2,"1,161",228,44,0,52,"1,485"
Medford,8,1,"1,323",312,80,1,64,"1,780"
Medford,8,2,"1,140",250,71,2,41,"1,504"
Medway,-,1,931,499,27,0,50,"1,507"
Medway,-,2,"1,051",461,40,0,50,"1,602"
Medway,-,3,"1,051",486,53,1,53,"1,644"
Medway,-,4,"1,063",509,42,0,57,"1,671"
Melrose,1,1,804,222,45,0,37,"1,108"
Melrose,1,2,790,205,33,0,34,"1,062"
Melrose,2,1,827,260,32,0,57,"1,176"
Melrose,2,2,738,225,24,1,34,"1,022"
Melrose,3,1,793,167,42,2,28,"1,032"
Melrose,3,2,703,193,30,2,40,968
Melrose,4,1,692,209,31,1,37,970
Melrose,4,2,765,346,27,2,46,"1,186"
Melrose,5,1,827,187,39,1,29,"1,083"
Melrose,5,2,714,188,30,0,30,962
Melrose,6,1,709,179,32,0,15,935
Melrose,6,2,780,253,22,1,44,"1,100"
Melrose,7,1,742,203,31,0,29,"1,005"
Melrose,7,2,762,250,30,1,45,"1,088"
Mendon,-,1,"1,688","1,083",62,0,100,"2,933"
Merrimac,-,1,"1,068",514,55,1,75,"1,713"
Merrimac,-,2,"1,028",585,51,0,51,"1,715"
Methuen,-,1,959,441,43,1,36,"1,480"
Methuen,-,2,565,96,38,1,16,716
Methuen,-,3,861,452,23,2,34,"1,372"
Methuen,-,4,909,399,39,0,51,"1,398"
Methuen,-,5,786,314,45,1,28,"1,174"
Methuen,-,6,931,400,31,3,41,"1,406"
Methuen,-,7,955,547,36,2,50,"1,590"
Methuen,-,8,"1,145",781,36,0,84,"2,046"
Methuen,-,9,962,618,31,1,56,"1,668"
Methuen,-,10,928,436,46,1,36,"1,447"
Methuen,-,11,"1,082",723,45,1,70,"1,921"
Methuen,-,12,903,615,34,1,46,"1,599"
Middleborough,-,1,"1,381",923,37,2,74,"2,417"
Middleborough,-,2,882,519,63,1,55,"1,520"
Middleborough,-,3,963,764,34,1,55,"1,817"
Middleborough,-,4,757,470,36,0,51,"1,314"
Middleborough,-,5,952,790,34,0,78,"1,854"
Middleborough,-,6,783,655,33,0,56,"1,527"
Middlefield,-,1,164,63,19,0,15,261
Middleton,-,1,"1,178",821,29,0,76,"2,104"
Middleton,-,2,"1,137",944,35,0,87,"2,203"
Milford,-,1,538,209,37,1,36,821
Milford,-,2,844,322,31,1,58,"1,256"
Milford,-,3,790,401,29,1,54,"1,275"
Milford,-,4,630,243,36,0,48,957
Milford,-,5,"1,187",517,22,0,66,"1,792"
Milford,-,6,890,366,28,0,45,"1,329"
Milford,-,7,"1,090",508,32,0,67,"1,697"
Milford,-,8,997,357,33,2,84,"1,473"
Millbury,-,1,859,462,36,0,44,"1,401"
Millbury,-,2,"1,007",624,31,0,79,"1,741"
Millbury,-,3,817,495,30,0,60,"1,402"
Millbury,-,4,830,447,41,0,42,"1,360"
Millis,-,1,954,388,36,0,39,"1,417"
Millis,-,2,946,413,46,0,54,"1,459"
Millis,-,3,985,416,31,0,39,"1,471"
Millville,-,1,719,516,30,0,32,"1,297"
Milton,-,1,"1,211",119,55,2,37,"1,424"
Milton,-,2,"1,197",167,76,0,69,"1,509"
Milton,-,3,"1,153",284,64,1,78,"1,580"
Milton,-,4,"1,136",181,65,0,53,"1,435"
Milton,-,5,878,215,47,0,65,"1,205"
Milton,-,6,"1,115",312,37,3,76,"1,543"
Milton,-,7,"1,018",260,29,0,72,"1,379"
Milton,-,8,"1,076",306,43,2,71,"1,498"
Milton,-,9,"1,000",406,27,0,69,"1,502"
Milton,-,10,817,107,45,0,43,"1,012"
Monroe,-,1,30,12,2,0,4,48
Monson,-,A,657,492,28,2,37,"1,216"
Monson,-,B,674,489,47,2,46,"1,258"
Monson,-,C,733,467,53,1,52,"1,306"
Montague,-,1,647,105,104,0,26,882
Montague,-,2,438,125,44,0,13,620
Montague,-,3,434,123,20,0,12,589
Montague,-,4,476,125,32,0,20,653
Montague,-,5,312,44,67,0,10,433
Montague,-,6,376,104,39,0,20,539
Monterey,-,1,360,71,28,0,10,469
Montgomery,-,1,236,191,17,0,12,456
"Mount Washington",-,1,73,17,3,0,4,97
Nahant,-,1,"1,385",582,67,0,67,"2,101"
Nantucket,-,1,"2,951","1,047",119,1,87,"4,205"
Natick,-,1,824,177,33,0,30,"1,064"
Natick,-,2,"1,377",371,42,0,51,"1,841"
Natick,-,3,"1,354",338,43,0,71,"1,806"
Natick,-,4,"1,216",308,60,0,48,"1,632"
Natick,-,5,"1,287",352,60,0,64,"1,763"
Natick,-,6,"1,238",350,38,0,61,"1,687"
Natick,-,7,"1,389",292,60,0,84,"1,825"
Natick,-,8,"1,323",369,53,0,79,"1,824"
Natick,-,9,"1,305",318,55,0,77,"1,755"
Natick,-,10,"1,552",431,57,0,112,"2,152"
Needham,-,A,"1,037",275,39,0,46,"1,397"
Needham,-,B,"1,217",379,31,0,59,"1,686"
Needham,-,C,"1,196",328,23,0,68,"1,615"
Needham,-,D,"1,216",294,40,1,46,"1,597"
Needham,-,E,"1,310",320,34,0,59,"1,723"
Needham,-,F,"1,233",264,49,1,66,"1,613"
Needham,-,G,"1,267",313,41,2,83,"1,706"
Needham,-,H,"1,269",317,53,2,62,"1,703"
Needham,-,I,"1,344",270,35,1,70,"1,720"
Needham,-,J,"1,272",299,51,1,62,"1,685"
"New Ashford",-,1,85,35,5,0,0,125
"New Bedford",1,A,625,299,24,0,39,987
"New Bedford",1,B,551,257,19,2,35,864
"New Bedford",1,C,528,280,33,0,33,874
"New Bedford",1,D,592,293,24,1,47,957
"New Bedford",1,E,556,211,32,0,24,823
"New Bedford",1,F,581,313,27,0,37,958
"New Bedford",2,A,134,40,12,0,1,187
"New Bedford",2,B,336,115,11,1,10,473
"New Bedford",2,C,248,95,21,0,15,379
"New Bedford",2,D,329,176,24,0,28,557
"New Bedford",2,E,505,204,20,1,28,758
"New Bedford",2,F,424,187,22,1,29,663
"New Bedford",3,A,239,62,16,0,13,330
"New Bedford",3,B,272,75,25,0,12,384
"New Bedford",3,C,278,84,19,1,16,398
"New Bedford",3,D,385,120,23,0,19,547
"New Bedford",3,E,603,231,40,2,22,898
"New Bedford",3,F,593,206,23,0,20,842
"New Bedford",4,A,329,30,18,0,24,401
"New Bedford",4,B,548,121,37,0,24,730
"New Bedford",4,C,532,106,64,0,33,735
"New Bedford",4,D,458,105,31,2,14,610
"New Bedford",4,E,405,147,22,2,21,597
"New Bedford",4,F,458,93,32,0,18,601
"New Bedford",5,A,333,106,19,0,20,478
"New Bedford",5,B,601,140,50,0,33,824
"New Bedford",5,C,452,182,26,1,38,699
"New Bedford",5,D,692,187,39,0,35,953
"New Bedford",5,E,772,273,30,1,48,"1,124"
"New Bedford",5,F,734,265,49,0,50,"1,098"
"New Bedford",6,A,523,231,21,1,40,816
"New Bedford",6,B,480,184,25,0,32,721
"New Bedford",6,C,210,61,17,0,13,301
"New Bedford",6,D,168,47,12,0,19,246
"New Bedford",6,E,261,95,17,0,29,402
"New Bedford",6,F,380,104,19,0,23,526
"New Braintree",-,1,294,196,22,0,12,524
"New Marlborough",-,1,542,186,36,0,15,779
"New Salem",-,1,342,136,41,0,16,535
Newbury,-,1,"1,321",615,68,0,59,"2,063"
Newbury,-,2,"1,309",636,53,1,82,"2,081"
Newburyport,1,1,"1,006",262,50,0,46,"1,364"
Newburyport,2,1,"1,341",276,71,0,43,"1,731"
Newburyport,3,1,"1,243",326,54,0,60,"1,683"
Newburyport,4,1,"1,405",422,53,0,57,"1,937"
Newburyport,5,1,"1,027",392,34,0,65,"1,518"
Newburyport,6,1,"1,088",431,51,0,55,"1,625"
Newburyport,1,P,282,126,17,0,14,439
Newton,1,1,836,221,32,2,45,"1,136"
Newton,1,2,"1,056",136,76,2,47,"1,317"
Newton,1,3,"1,082",113,58,0,40,"1,293"
Newton,1,4,904,237,44,2,74,"1,261"
Newton,2,1,"1,053",187,62,2,54,"1,358"
Newton,2,2,752,111,43,2,46,954
Newton,2,3,"1,197",185,79,0,67,"1,528"
Newton,2,4,"1,210",155,63,4,81,"1,513"
Newton,3,1,"1,131",172,57,5,55,"1,420"
Newton,3,2,"1,156",187,42,0,65,"1,450"
Newton,3,3,"1,023",269,46,2,64,"1,404"
Newton,3,4,"1,031",219,53,1,44,"1,348"
Newton,4,1,974,206,50,3,47,"1,280"
Newton,4,2,"1,029",125,44,4,63,"1,265"
Newton,4,3,703,120,31,0,51,905
Newton,4,4,904,205,56,3,62,"1,230"
Newton,5,1,969,207,58,1,59,"1,294"
Newton,5,2,"1,121",141,43,0,70,"1,375"
Newton,5,3,"1,346",170,43,0,84,"1,643"
Newton,5,4,"1,292",184,38,2,69,"1,585"
Newton,6,1,944,206,39,0,67,"1,256"
Newton,6,2,"1,165",145,66,0,59,"1,435"
Newton,6,3,"1,254",154,63,0,74,"1,545"
Newton,6,4,"1,267",164,71,1,79,"1,582"
Newton,7,1,890,199,49,0,60,"1,198"
Newton,7,2,"1,286",191,41,7,72,"1,597"
Newton,7,3,350,50,15,2,11,428
Newton,7,4,507,114,22,0,35,678
Newton,8,1,"1,124",341,35,1,75,"1,576"
Newton,8,2,969,303,34,0,71,"1,377"
Newton,8,3,"1,091",260,48,2,71,"1,472"
Newton,8,4,661,171,22,0,43,897
Norfolk,-,1,705,392,18,0,28,"1,143"
Norfolk,-,2,"1,434",688,52,1,76,"2,251"
Norfolk,-,3,"1,192",626,32,0,71,"1,921"
"N. Adams",1,1,695,187,44,0,38,964
"N. Adams",2,2,576,155,50,0,27,808
"N. Adams",3,3,538,93,47,0,22,700
"N. Adams",4,4,717,212,43,0,41,"1,013"
"N. Adams",5,5,630,139,51,1,43,864
"N. Andover",-,1,976,411,53,0,51,"1,491"
"N. Andover",-,2,"1,151",473,53,0,54,"1,731"
"N. Andover",-,3,"1,009",440,37,0,56,"1,542"
"N. Andover",-,4,"1,229",614,40,0,63,"1,946"
"N. Andover",-,5,793,349,16,0,43,"1,201"
"N. Andover",-,6,"1,076",706,30,0,62,"1,874"
"N. Andover",-,7,"1,110",545,38,0,49,"1,742"
"N. Andover",-,8,"1,081",681,30,0,69,"1,861"
"N. Attleborough",-,1,690,300,42,0,20,"1,052"
"N. Attleborough",-,2,835,434,49,0,57,"1,375"
"N. Attleborough",-,3,829,571,28,0,57,"1,485"
"N. Attleborough",-,4,651,301,36,1,41,"1,030"
"N. Attleborough",-,5,743,374,31,0,30,"1,178"
"N. Attleborough",-,6,909,467,40,0,53,"1,469"
"N. Attleborough",-,7,"1,002",528,35,0,55,"1,620"
"N. Attleborough",-,8,891,504,27,0,45,"1,467"
"N. Attleborough",-,9,812,454,35,0,54,"1,355"
"N. Brookfield",-,1,"1,053",878,75,0,56,"2,062"
"N. Reading",-,1,"1,123",689,28,0,81,"1,921"
"N. Reading",-,2,"1,055",541,35,0,75,"1,706"
"N. Reading",-,3,"1,124",650,41,1,86,"1,902"
"N. Reading",-,4,"1,229",634,44,1,76,"1,984"
Northampton,1,A,673,63,89,0,23,848
Northampton,1,B,"1,012",102,128,1,35,"1,278"
Northampton,2,A,976,49,127,2,33,"1,187"
Northampton,2,B,589,27,79,2,19,716
Northampton,3,A,958,59,171,0,27,"1,215"
Northampton,3,B,846,75,160,1,37,"1,119"
Northampton,4,A,680,33,113,0,27,853
Northampton,4,B,824,56,154,1,36,"1,071"
Northampton,5,A,764,96,107,0,27,994
Northampton,5,B,896,75,114,0,30,"1,115"
Northampton,6,A,829,163,73,0,25,"1,090"
Northampton,6,B,"1,005",150,85,0,36,"1,276"
Northampton,7,A,958,113,106,1,46,"1,224"
Northampton,7,B,949,152,112,1,39,"1,253"
Northborough,-,1,"1,318",527,48,2,55,"1,950"
Northborough,-,2,"1,239",517,50,1,60,"1,867"
Northborough,-,3,"1,307",548,51,2,40,"1,948"
Northborough,-,4,"1,309",595,38,1,44,"1,987"
Northbridge,-,1,957,621,45,0,74,"1,697"
Northbridge,-,2,972,654,31,0,61,"1,718"
Northbridge,-,3,820,582,31,0,50,"1,483"
Northbridge,-,4,"1,144",872,38,1,96,"2,151"
Northfield,-,1,997,388,79,1,43,"1,508"
Norton,-,1,"1,045",586,46,0,51,"1,728"
Norton,-,2,"1,002",600,39,0,59,"1,700"
Norton,-,3,"1,001",499,38,0,60,"1,598"
Norton,-,4,"1,144",563,38,1,74,"1,820"
Norton,-,5,589,367,31,4,36,"1,027"
Norwell,-,1,"1,207",610,29,1,58,"1,905"
Norwell,-,2,"1,251",691,31,1,81,"2,055"
Norwell,-,3,"1,266",623,50,0,44,"1,983"
Norwood,-,1,"1,164",364,47,2,64,"1,641"
Norwood,-,2,"1,075",298,30,0,55,"1,458"
Norwood,-,3,"1,119",317,42,0,60,"1,538"
Norwood,-,4,"1,188",410,46,1,73,"1,718"
Norwood,-,5,861,217,34,1,42,"1,155"
Norwood,-,6,765,255,28,0,32,"1,080"
Norwood,-,7,925,319,46,1,45,"1,336"
Norwood,-,8,"1,147",373,48,0,39,"1,607"
Norwood,-,9,"1,128",420,24,1,49,"1,622"
"Oak Bluffs",-,1,"1,931",451,106,1,81,"2,570"
Oakham,-,1,482,424,33,0,24,963
Orange,-,1,729,480,80,0,40,"1,329"
Orange,-,2,805,442,53,0,36,"1,336"
Orleans,-,1,"2,656","1,233",103,1,112,"4,105"
Otis,-,1,438,248,21,0,30,737
Oxford,-,1,761,556,50,2,48,"1,417"
Oxford,-,2,730,546,31,0,27,"1,334"
Oxford,-,3,827,547,40,1,47,"1,462"
Oxford,-,4,705,509,42,3,43,"1,302"
Palmer,-,1,616,437,61,1,31,"1,146"
Palmer,-,1A,91,56,4,0,4,155
Palmer,-,2,728,475,46,0,42,"1,291"
Palmer,-,3,627,305,54,1,30,"1,017"
Palmer,-,4,587,418,49,0,50,"1,104"
Paxton,-,1,"1,405",793,55,0,55,"2,308"
Peabody,1,1,876,350,21,6,43,"1,296"
Peabody,1,2,889,480,27,1,66,"1,463"
Peabody,1,3,980,482,26,1,71,"1,560"
Peabody,2,1,632,162,25,2,22,843
Peabody,2,2,589,198,32,1,19,839
Peabody,2,3,712,336,30,0,39,"1,117"
Peabody,3,1,453,138,35,2,32,660
Peabody,3,2,665,246,26,1,36,974
Peabody,3,3,790,313,34,3,38,"1,178"
Peabody,4,1,803,343,35,1,60,"1,242"
Peabody,4,2,767,356,15,2,35,"1,175"
Peabody,4,3,511,205,10,0,29,755
Peabody,4,3A,896,315,14,0,51,"1,276"
Peabody,5,1,846,514,29,1,59,"1,449"
Peabody,5,2,641,396,22,0,41,"1,100"
Peabody,5,3,837,420,27,1,44,"1,329"
Peabody,6,1,846,595,26,1,57,"1,525"
Peabody,6,2,838,503,20,0,60,"1,421"
Peabody,6,3,836,559,21,0,45,"1,461"
Pelham,-,1,646,70,65,0,21,802
Pembroke,-,1,"1,185",619,24,0,61,"1,889"
Pembroke,-,2,"1,023",540,48,5,57,"1,673"
Pembroke,-,3,"1,076",600,46,3,47,"1,772"
Pembroke,-,4,"1,129",576,38,0,59,"1,802"
Pembroke,-,5,"1,059",560,27,3,47,"1,696"
Pepperell,-,1,995,643,39,1,58,"1,736"
Pepperell,-,2,"1,124",694,48,3,64,"1,933"
Pepperell,-,3,"1,104",648,46,0,52,"1,850"
Peru,-,1,247,140,20,0,24,431
Petersham,-,1,476,206,32,0,20,734
Phillipston,-,1,470,326,29,0,19,844
Pittsfield,1,A,626,193,44,0,37,900
Pittsfield,1,B,888,229,36,0,71,"1,224"
Pittsfield,2,A,442,74,33,0,20,569
Pittsfield,2,B,933,236,51,1,63,"1,284"
Pittsfield,3,A,"1,081",218,76,0,79,"1,454"
Pittsfield,3,B,"1,137",253,50,0,101,"1,541"
Pittsfield,4,A,"1,061",287,70,0,81,"1,499"
Pittsfield,4,B,"1,233",373,61,1,115,"1,783"
Pittsfield,5,A,839,171,75,1,65,"1,151"
Pittsfield,5,B,911,241,53,4,62,"1,271"
Pittsfield,6,A,949,203,55,0,76,"1,283"
Pittsfield,6,B,584,151,53,0,42,830
Pittsfield,7,A,515,129,47,0,27,718
Pittsfield,7,B,947,244,61,1,64,"1,317"
Plainfield,-,1,266,74,32,0,6,378
Plainville,-,1,890,469,31,2,62,"1,454"
Plainville,-,2,868,426,35,0,49,"1,378"
Plainville,-,3,801,448,38,0,33,"1,320"
Plymouth,-,1,928,383,34,1,40,"1,386"
Plymouth,-,2,"1,248",562,34,1,61,"1,906"
Plymouth,-,3,937,375,63,0,52,"1,427"
Plymouth,-,4,"1,083",452,46,0,47,"1,628"
Plymouth,-,5,"1,155",701,36,0,62,"1,954"
Plymouth,-,6,"1,227",568,49,0,54,"1,898"
Plymouth,-,7,"1,101",585,34,0,47,"1,767"
Plymouth,-,8,"1,172",712,35,1,54,"1,974"
Plymouth,-,9,888,515,38,0,41,"1,482"
Plymouth,-,10,785,381,18,1,39,"1,224"
Plymouth,-,11,"1,247",701,37,0,53,"2,038"
Plymouth,-,12,"1,154",661,46,0,51,"1,912"
Plymouth,-,13,"1,161",564,41,2,56,"1,824"
Plymouth,-,14,"1,035",746,40,2,35,"1,858"
Plymouth,-,15,"2,459","1,240",58,0,102,"3,859"
Plympton,-,1,870,578,43,1,49,"1,541"
Princeton,-,1,"1,250",667,88,2,53,"2,060"
Provincetown,-,1,"1,858",136,110,0,36,"2,140"
Quincy,1,1,778,223,44,0,41,"1,086"
Quincy,1,2,571,150,30,0,77,828
Quincy,1,3,923,193,60,2,29,"1,207"
Quincy,1,4,"1,096",355,43,3,61,"1,558"
Quincy,1,5,"1,159",355,52,0,65,"1,631"
Quincy,2,1,768,247,44,2,44,"1,105"
Quincy,2,2,710,174,40,0,28,952
Quincy,2,3,318,90,18,0,24,450
Quincy,2,3A,184,57,12,0,18,271
Quincy,2,4,675,165,39,0,26,905
Quincy,2,5,879,214,60,3,36,"1,192"
Quincy,3,1,"1,046",267,60,0,48,"1,421"
Quincy,3,2,871,188,54,0,39,"1,152"
Quincy,3,3,562,135,26,0,16,739
Quincy,3,4,987,248,35,1,50,"1,321"
Quincy,3,5,538,117,42,0,30,727
Quincy,4,1,869,202,41,2,33,"1,147"
Quincy,4,2,"1,008",270,52,3,44,"1,377"
Quincy,4,3,"1,016",301,39,0,50,"1,406"
Quincy,4,4,702,135,53,0,20,910
Quincy,4,5,743,216,59,2,28,"1,048"
Quincy,5,1,778,188,75,1,33,"1,075"
Quincy,5,2,786,163,49,0,37,"1,035"
Quincy,5,3,977,227,45,3,50,"1,302"
Quincy,5,4,924,227,48,2,28,"1,229"
Quincy,5,5,786,204,53,0,38,"1,081"
Quincy,6,1,725,189,42,0,30,986
Quincy,6,2,587,128,28,0,21,764
Quincy,6,3,"1,066",333,36,0,50,"1,485"
Quincy,6,4,714,147,39,2,31,933
Quincy,6,5,"1,327",336,45,3,65,"1,776"
Randolph,-,1,843,147,23,2,35,"1,050"
Randolph,-,2,708,90,30,0,30,858
Randolph,-,3,819,117,31,2,37,"1,006"
Randolph,-,4,871,144,26,0,40,"1,081"
Randolph,-,5,730,124,29,2,36,921
Randolph,-,6,727,118,29,3,29,906
Randolph,-,7,801,124,21,0,36,982
Randolph,-,8,884,106,21,3,32,"1,046"
Randolph,-,9,819,119,24,1,21,984
Randolph,-,10,838,144,26,1,23,"1,032"
Randolph,-,11,805,188,34,1,41,"1,069"
Randolph,-,12,881,169,31,4,39,"1,124"
Raynham,-,1,858,441,45,0,51,"1,395"
Raynham,-,1A,105,59,3,0,16,183
Raynham,-,2,751,450,25,0,58,"1,284"
Raynham,-,2A,145,113,2,0,8,268
Raynham,-,3,943,609,32,0,85,"1,669"
Raynham,-,4,841,487,30,2,58,"1,418"
Reading,-,1,"1,227",526,33,1,76,"1,863"
Reading,-,2,"1,066",403,43,2,48,"1,562"
Reading,-,3,"1,345",523,32,3,101,"2,004"
Reading,-,4,"1,175",395,30,3,84,"1,687"
Reading,-,5,"1,129",349,44,0,64,"1,586"
Reading,-,6,923,372,25,0,62,"1,382"
Reading,-,7,"1,186",449,31,1,83,"1,750"
Reading,-,8,996,489,32,1,92,"1,610"
Rehoboth,-,1,896,742,42,0,60,"1,740"
Rehoboth,-,2,873,750,36,0,46,"1,705"
Rehoboth,-,3,946,777,53,0,52,"1,828"
Revere,1,1,619,150,29,0,59,857
Revere,1,2,542,171,27,2,28,770
Revere,1,3,513,125,25,0,55,718
Revere,2,1,422,102,32,0,10,566
Revere,2,2,487,118,23,1,26,655
Revere,2,3,200,30,21,0,6,257
Revere,2,3A,81,19,3,0,8,111
Revere,3,1,534,177,12,1,46,770
Revere,3,2,480,174,31,0,44,729
Revere,3,3,488,169,20,0,32,709
Revere,4,1,505,216,28,1,47,797
Revere,4,2,444,186,31,0,45,706
Revere,4,3,572,240,23,1,45,881
Revere,5,1,469,211,25,1,38,744
Revere,5,1A,372,136,13,1,33,555
Revere,5,2,271,120,19,0,20,430
Revere,5,2A,219,45,17,0,20,301
Revere,5,3,549,201,25,0,37,812
Revere,6,1,563,340,17,0,64,984
Revere,6,2,573,357,24,2,73,"1,029"
Revere,6,3,452,150,29,0,29,660
Richmond,-,1,667,133,35,0,34,869
Rochester,-,1,"1,488","1,181",61,0,90,"2,820"
Rockland,-,1,899,414,32,0,56,"1,401"
Rockland,-,2,970,418,32,0,71,"1,491"
Rockland,-,3,632,285,46,1,44,"1,008"
Rockland,-,4,819,324,34,1,33,"1,211"
Rockland,-,5,728,283,33,1,54,"1,099"
Rockland,-,6,908,441,34,1,66,"1,450"
Rockport,-,1,730,264,33,2,41,"1,070"
Rockport,-,2,"1,099",305,47,3,41,"1,495"
Rockport,-,3,"1,265",406,66,0,58,"1,795"
Rowe,-,1,114,64,11,0,7,196
Rowley,-,1,"1,862","1,238",77,1,93,"3,271"
Royalston,-,1,208,100,18,0,5,331
Royalston,-,2,136,78,9,0,10,233
Russell,-,1,331,310,28,1,24,694
Rutland,-,1,749,552,44,0,39,"1,384"
Rutland,-,2,817,527,30,0,47,"1,421"
Rutland,-,3,742,496,48,2,31,"1,319"
Salem,1,1,"1,190",306,94,2,64,"1,656"
Salem,1,2,580,50,46,0,30,706
Salem,2,1,"1,210",240,69,1,42,"1,562"
Salem,2,2,"1,319",232,106,1,70,"1,728"
Salem,3,1,861,215,59,0,43,"1,178"
Salem,3,2,862,295,35,1,26,"1,219"
Salem,4,1,914,310,47,1,39,"1,311"
Salem,4,2,935,387,24,1,38,"1,385"
Salem,5,1,"1,049",250,52,1,42,"1,394"
Salem,5,2,929,154,56,1,32,"1,172"
Salem,6,1,"1,059",294,84,0,56,"1,493"
Salem,6,2,996,249,66,1,44,"1,356"
Salem,7,1,"1,074",267,70,0,63,"1,474"
Salem,7,2,955,305,30,0,37,"1,327"
Salisbury,-,1,924,474,30,0,40,"1,468"
Salisbury,-,2,824,436,44,0,33,"1,337"
Salisbury,-,3,637,482,32,0,36,"1,187"
Sandisfield,-,1,235,117,15,0,7,374
Sandwich,-,1,"1,300",655,58,0,69,"2,082"
Sandwich,-,2,"1,258",695,41,0,59,"2,053"
Sandwich,-,3,"1,046",619,43,0,56,"1,764"
Sandwich,-,4,"1,091",661,29,0,47,"1,828"
Sandwich,-,5,980,582,48,0,65,"1,675"
Sandwich,-,6,864,665,41,2,57,"1,629"
Saugus,-,1,658,341,30,0,47,"1,076"
Saugus,-,2,623,351,22,0,41,"1,037"
Saugus,-,3,687,365,33,0,48,"1,133"
Saugus,-,4,586,364,10,0,34,994
Saugus,-,5,744,507,19,0,47,"1,317"
Saugus,-,6,686,364,27,0,38,"1,115"
Saugus,-,7,673,502,20,0,63,"1,258"
Saugus,-,8,693,395,17,0,68,"1,173"
Saugus,-,9,716,472,20,0,57,"1,265"
Saugus,-,10,628,312,24,0,41,"1,005"
Savoy,-,1,167,83,13,0,40,303
Scituate,-,1,"1,198",521,57,0,58,"1,834"
Scituate,-,2,"1,167",546,34,0,62,"1,809"
